amount_paise,amount_log1p,payment_method,is_international,card_network,card_type,issuer,card_sub_type,payment_hour_utc,payment_day_of_week,outcome
7617,8.938269,upi,0,unknown,unknown,unknown,unknown,0,0,0
6427,8.768419,wallet,0,unknown,unknown,unknown,unknown,12,5,0
2606,7.865955,card,0,visa,credit,rbl,consumer,5,6,0
7131,8.872347,netbanking,0,unknown,unknown,unknown,unknown,4,1,0
2584,7.857481,pay_later,1,unknown,unknown,unknown,unknown,16,4,0
1122,7.023759,netbanking,0,unknown,unknown,unknown,unknown,18,5,0
6993,8.852808,upi,0,unknown,unknown,unknown,unknown,4,2,0
4408,8.391403,pay_later,0,unknown,unknown,unknown,unknown,23,5,0
2579,7.855545,wallet,0,unknown,unknown,unknown,unknown,3,0,0
6793,8.823795,upi,0,unknown,unknown,unknown,unknown,21,1,0
3794,8.24144,card,1,mastercard,debit,axis,consumer,8,5,0
493,6.202536,netbanking,0,unknown,unknown,unknown,unknown,14,0,0
1346,7.205635,upi,0,unknown,unknown,unknown,unknown,5,3,0
10212,9.231417,upi,0,unknown,unknown,unknown,unknown,13,6,0
1911,7.555905,card,0,rupay,debit,hdfc,consumer,23,6,0
3655,8.204125,upi,0,unknown,unknown,unknown,unknown,10,5,0
369,5.913503,upi,0,unknown,unknown,unknown,unknown,4,0,0
2345,7.760467,pay_later,0,unknown,unknown,unknown,unknown,7,1,0
29493,10.291942,upi,0,unknown,unknown,unknown,unknown,9,5,0
364,5.899897,card,1,visa,credit,sbi,consumer,15,1,0
3261,8.090096,card,0,visa,debit,hdfc,consumer,2,4,0
2107,7.653495,card,0,visa,debit,icici,consumer,10,4,0
5653,8.640119,upi,0,unknown,unknown,unknown,unknown,3,2,0
40527,10.609748,card,0,visa,prepaid,axis,consumer,10,1,1
9326,9.140669,card,0,rupay,credit,hdfc,consumer,5,3,0
6576,8.791334,upi,0,unknown,unknown,unknown,unknown,11,0,0
10805,9.287857,card,0,visa,credit,hdfc,consumer,12,2,0
8270,9.020511,netbanking,0,unknown,unknown,unknown,unknown,19,5,0
1563,7.355002,pay_later,0,unknown,unknown,unknown,unknown,4,3,0
1005,6.913737,card,0,amex,debit,indusind,consumer,20,2,0
3749,8.229511,card,0,visa,credit,indusind,consumer,4,1,0
8438,9.040619,emi,0,unknown,unknown,unknown,unknown,15,2,0
1396,7.242082,upi,0,unknown,unknown,unknown,unknown,9,5,0
6135,8.721928,pay_later,0,unknown,unknown,unknown,unknown,15,4,0
9039,9.109414,upi,0,unknown,unknown,unknown,unknown,14,4,0
8534,9.051931,card,0,mastercard,prepaid,sbi,consumer,4,3,0
5581,8.627302,wallet,0,unknown,unknown,unknown,unknown,14,5,0
1361,7.216709,card,1,visa,prepaid,indusind,consumer,7,1,0
2899,7.972466,netbanking,0,unknown,unknown,unknown,unknown,20,1,0
2023,7.612831,upi,0,unknown,unknown,unknown,unknown,2,3,0
1208,7.097549,upi,0,unknown,unknown,unknown,unknown,11,5,0
371,5.918894,card,0,visa,debit,icici,consumer,4,5,0
700,6.552508,netbanking,0,unknown,unknown,unknown,unknown,7,5,0
247,5.513429,upi,0,unknown,unknown,unknown,unknown,14,1,0
5439,8.601534,upi,0,unknown,unknown,unknown,unknown,11,6,0
1527,7.331715,card,0,visa,credit,icici,business,9,3,0
9720,9.182044,card,0,mastercard,credit,axis,consumer,4,3,0
6963,8.848509,card,0,rupay,debit,icici,consumer,12,6,0
9074,9.113279,upi,0,unknown,unknown,unknown,unknown,2,3,0
2383,7.776535,pay_later,0,unknown,unknown,unknown,unknown,15,5,0
675,6.516193,wallet,1,unknown,unknown,unknown,unknown,0,6,0
7113,8.86982,card,0,mastercard,credit,indusind,consumer,16,6,0
12061,9.397815,upi,0,unknown,unknown,unknown,unknown,2,6,0
7303,8.896177,upi,0,unknown,unknown,unknown,unknown,6,1,0
12116,9.402365,upi,0,unknown,unknown,unknown,unknown,16,3,0
1650,7.409136,wallet,0,unknown,unknown,unknown,unknown,13,4,0
1846,7.521318,upi,0,unknown,unknown,unknown,unknown,7,3,0
9014,9.106645,emi,0,unknown,unknown,unknown,unknown,18,1,0
12218,9.410747,emi,0,unknown,unknown,unknown,unknown,14,6,0
1536,7.337588,card,0,visa,debit,kotak_mahindra,consumer,21,0,0
26164,10.172178,upi,0,unknown,unknown,unknown,unknown,1,0,0
7826,8.965335,emi,0,unknown,unknown,unknown,unknown,16,2,0
3452,8.146999,wallet,0,unknown,unknown,unknown,unknown,5,3,0
2433,7.797291,upi,0,unknown,unknown,unknown,unknown,19,0,0
27029,10.204703,card,0,mastercard,credit,yes_bank,consumer,21,6,1
6636,8.800415,upi,0,unknown,unknown,unknown,unknown,2,0,0
3274,8.094073,upi,0,unknown,unknown,unknown,unknown,6,5,0
1825,7.509883,wallet,0,unknown,unknown,unknown,unknown,9,6,0
2545,7.842279,card,0,rupay,credit,sbi,consumer,0,3,0
1991,7.596894,upi,0,unknown,unknown,unknown,unknown,7,2,0
4435,8.397508,wallet,0,unknown,unknown,unknown,unknown,4,5,0
2756,7.921898,netbanking,0,unknown,unknown,unknown,unknown,21,6,0
1536,7.337588,upi,0,unknown,unknown,unknown,unknown,21,0,0
11540,9.353661,upi,0,unknown,unknown,unknown,unknown,6,1,0
12775,9.455324,card,0,rupay,debit,hdfc,consumer,20,2,0
883,6.784457,card,0,mastercard,credit,sbi,business,22,2,0
3225,8.078998,card,0,visa,credit,kotak_mahindra,consumer,18,6,0
914,6.818924,card,1,rupay,debit,yes_bank,consumer,10,5,0
3338,8.113427,wallet,0,unknown,unknown,unknown,unknown,19,2,0
425,6.054439,upi,0,unknown,unknown,unknown,unknown,11,4,0
434,6.075346,upi,0,unknown,unknown,unknown,unknown,23,6,0
1642,7.404279,pay_later,0,unknown,unknown,unknown,unknown,14,1,0
1072,6.978214,upi,0,unknown,unknown,unknown,unknown,1,2,0
2217,7.704361,card,0,rupay,credit,yes_bank,consumer,20,1,0
2201,7.697121,upi,0,unknown,unknown,unknown,unknown,5,1,0
1056,6.96319,card,0,amex,debit,sbi,consumer,6,5,0
181,5.204007,wallet,0,unknown,unknown,unknown,unknown,12,3,0
1817,7.505492,card,0,rupay,debit,icici,consumer,15,2,0
10346,9.244452,wallet,0,unknown,unknown,unknown,unknown,8,3,0
1188,7.080868,card,0,visa,debit,hdfc,consumer,6,4,0
9887,9.199077,card,0,rupay,debit,icici,consumer,3,4,0
2858,7.958227,card,0,mastercard,debit,kotak_mahindra,consumer,10,3,0
10559,9.264829,upi,0,unknown,unknown,unknown,unknown,12,6,0
3833,8.251664,card,0,visa,credit,kotak_mahindra,consumer,14,0,0
3515,8.165079,card,0,visa,credit,hdfc,consumer,18,1,0
12522,9.435322,upi,0,unknown,unknown,unknown,unknown,22,1,0
1634,7.399398,upi,0,unknown,unknown,unknown,unknown,13,4,0
2967,7.995644,upi,0,unknown,unknown,unknown,unknown,0,6,0
3267,8.091933,netbanking,0,unknown,unknown,unknown,unknown,20,2,0
2568,7.851272,card,0,rupay,debit,rbl,consumer,22,2,0
2563,7.849324,upi,0,unknown,unknown,unknown,unknown,8,2,0
2289,7.736307,card,0,amex,credit,indusind,consumer,15,4,0
35055,10.464702,card,0,visa,credit,hdfc,consumer,14,4,1
4200,8.343078,upi,0,unknown,unknown,unknown,unknown,7,4,0
5140,8.545003,upi,0,unknown,unknown,unknown,unknown,14,5,0
4441,8.39886,upi,0,unknown,unknown,unknown,unknown,3,1,0
8224,9.014934,card,0,mastercard,credit,indusind,consumer,10,3,0
7371,8.905444,pay_later,0,unknown,unknown,unknown,unknown,22,2,0
1212,7.100852,emi,0,unknown,unknown,unknown,unknown,16,5,0
1587,7.370231,wallet,0,unknown,unknown,unknown,unknown,14,2,0
3799,8.242756,upi,0,unknown,unknown,unknown,unknown,0,6,0
26677,10.191595,card,0,mastercard,prepaid,indusind,consumer,17,1,0
509,6.234411,upi,0,unknown,unknown,unknown,unknown,17,1,0
222,5.407172,upi,0,unknown,unknown,unknown,unknown,5,4,0
15795,9.667512,upi,0,unknown,unknown,unknown,unknown,10,0,0
3451,8.146709,upi,0,unknown,unknown,unknown,unknown,0,0,0
3084,8.034307,card,1,rupay,debit,rbl,consumer,17,3,0
5067,8.530702,card,0,rupay,debit,sbi,consumer,13,6,0
5511,8.614683,upi,0,unknown,unknown,unknown,unknown,23,0,0
16554,9.714443,card,0,visa,debit,kotak_mahindra,consumer,8,2,0
30843,10.336698,emi,0,unknown,unknown,unknown,unknown,7,6,0
10887,9.295417,upi,0,unknown,unknown,unknown,unknown,1,4,0
1123,7.024649,netbanking,0,unknown,unknown,unknown,unknown,0,4,0
15436,9.644523,card,0,mastercard,credit,yes_bank,consumer,4,2,1
9622,9.171911,card,0,visa,credit,rbl,consumer,14,0,0
3242,8.084254,netbanking,0,unknown,unknown,unknown,unknown,8,0,0
10680,9.276222,emi,0,unknown,unknown,unknown,unknown,13,2,0
1405,7.248504,upi,0,unknown,unknown,unknown,unknown,12,2,0
520,6.25575,wallet,0,unknown,unknown,unknown,unknown,17,5,0
909,6.813445,card,0,visa,debit,kotak_mahindra,consumer,15,2,0
2179,7.68708,upi,0,unknown,unknown,unknown,unknown,9,6,0
463,6.139885,upi,0,unknown,unknown,unknown,unknown,9,4,0
7040,8.859505,card,0,visa,credit,rbl,consumer,19,5,1
4371,8.382976,upi,0,unknown,unknown,unknown,unknown,5,0,0
835,6.728629,upi,0,unknown,unknown,unknown,unknown,1,0,0
2340,7.758333,upi,0,unknown,unknown,unknown,unknown,7,0,0
6784,8.82247,card,0,visa,credit,axis,consumer,17,6,0
847,6.742881,card,0,mastercard,prepaid,axis,consumer,12,4,0
869,6.768493,upi,0,unknown,unknown,unknown,unknown,4,6,0
7489,8.921324,upi,0,unknown,unknown,unknown,unknown,15,0,0
2242,7.71557,upi,0,unknown,unknown,unknown,unknown,23,6,0
1579,7.36518,upi,0,unknown,unknown,unknown,unknown,10,4,0
6841,8.830835,upi,0,unknown,unknown,unknown,unknown,13,6,0
10236,9.233764,upi,0,unknown,unknown,unknown,unknown,8,2,0
547,6.306275,upi,0,unknown,unknown,unknown,unknown,18,6,0
7109,8.869258,card,0,mastercard,prepaid,rbl,consumer,23,2,0
3559,8.177516,upi,0,unknown,unknown,unknown,unknown,0,3,0
3091,8.036573,pay_later,0,unknown,unknown,unknown,unknown,9,0,0
3478,8.1545,emi,0,unknown,unknown,unknown,unknown,13,6,1
3196,8.069968,card,0,rupay,credit,indusind,consumer,11,0,0
911,6.81564,card,0,mastercard,debit,hdfc,business,22,1,0
5605,8.631593,wallet,0,unknown,unknown,unknown,unknown,3,0,0
11574,9.356603,upi,0,unknown,unknown,unknown,unknown,6,2,0
4094,8.317522,card,0,visa,prepaid,indusind,consumer,2,5,0
920,6.82546,card,0,visa,debit,icici,business,15,6,0
5362,8.587279,upi,0,unknown,unknown,unknown,unknown,8,6,0
9800,9.19024,card,0,visa,credit,icici,consumer,10,0,0
833,6.726233,pay_later,0,unknown,unknown,unknown,unknown,6,5,0
7144,8.874168,upi,0,unknown,unknown,unknown,unknown,22,2,0
7093,8.867005,wallet,0,unknown,unknown,unknown,unknown,9,5,0
14567,9.586583,upi,0,unknown,unknown,unknown,unknown,3,2,0
2711,7.905442,upi,0,unknown,unknown,unknown,unknown,18,3,0
5350,8.585039,upi,0,unknown,unknown,unknown,unknown,6,4,0
4623,8.439015,card,0,rupay,credit,axis,business,13,0,1
7521,8.925587,wallet,0,unknown,unknown,unknown,unknown,2,4,0
4141,8.328934,card,1,mastercard,debit,axis,consumer,2,5,0
14612,9.589667,upi,0,unknown,unknown,unknown,unknown,13,1,0
5156,8.54811,card,0,mastercard,debit,yes_bank,consumer,23,4,0
5165,8.549854,upi,0,unknown,unknown,unknown,unknown,12,5,0
4958,8.508959,card,1,rupay,debit,icici,consumer,16,5,0
936,6.842683,card,0,rupay,prepaid,axis,consumer,12,6,0
634,6.453625,card,0,rupay,debit,hdfc,business,17,2,0
2232,7.711101,upi,0,unknown,unknown,unknown,unknown,1,6,0
1081,6.986566,netbanking,0,unknown,unknown,unknown,unknown,20,1,0
12120,9.402695,pay_later,0,unknown,unknown,unknown,unknown,17,3,1
5311,8.577724,card,1,mastercard,debit,yes_bank,consumer,16,3,1
1167,7.063048,card,0,mastercard,prepaid,axis,business,14,5,0
2809,7.94094,card,0,rupay,debit,sbi,consumer,8,4,0
6224,8.736329,card,0,visa,debit,yes_bank,consumer,15,4,0
5942,8.689969,pay_later,0,unknown,unknown,unknown,unknown,6,4,0
3233,8.081475,card,0,mastercard,debit,hdfc,consumer,5,2,0
2225,7.707962,card,0,mastercard,debit,indusind,consumer,8,5,0
10773,9.284891,upi,0,unknown,unknown,unknown,unknown,23,6,0
704,6.558198,card,0,amex,credit,axis,consumer,23,1,0
1353,7.210818,upi,0,unknown,unknown,unknown,unknown,21,0,0
14363,9.57248,pay_later,0,unknown,unknown,unknown,unknown,9,1,0
4820,8.480737,emi,0,unknown,unknown,unknown,unknown,14,6,0
1408,7.250636,card,0,mastercard,prepaid,axis,consumer,2,0,0
17040,9.743377,upi,0,unknown,unknown,unknown,unknown,10,2,0
5803,8.666303,card,0,visa,prepaid,yes_bank,consumer,17,1,1
9946,9.205026,card,0,mastercard,credit,kotak_mahindra,consumer,9,5,0
640,6.463029,upi,0,unknown,unknown,unknown,unknown,19,5,0
6458,8.77323,upi,0,unknown,unknown,unknown,unknown,20,0,0
49432,10.808373,card,0,mastercard,debit,yes_bank,consumer,4,4,1
2221,7.706163,card,0,mastercard,debit,yes_bank,consumer,11,3,0
7893,8.973858,upi,0,unknown,unknown,unknown,unknown,7,5,0
777,6.656727,netbanking,0,unknown,unknown,unknown,unknown,17,0,0
2196,7.694848,emi,0,unknown,unknown,unknown,unknown,16,2,0
2177,7.686162,upi,0,unknown,unknown,unknown,unknown,14,4,0
607,6.410175,upi,0,unknown,unknown,unknown,unknown,3,6,0
723,6.584791,upi,0,unknown,unknown,unknown,unknown,9,4,0
1757,7.471932,card,0,rupay,debit,yes_bank,consumer,12,6,0
733,6.598509,netbanking,0,unknown,unknown,unknown,unknown,23,3,0
11028,9.308283,emi,0,unknown,unknown,unknown,unknown,2,1,0
5774,8.661294,card,1,mastercard,debit,yes_bank,consumer,1,6,1
3043,8.020928,upi,0,unknown,unknown,unknown,unknown,11,1,0
748,6.618739,pay_later,0,unknown,unknown,unknown,unknown,11,0,0
497,6.2106,card,0,visa,credit,hdfc,consumer,15,1,0
675,6.516193,upi,0,unknown,unknown,unknown,unknown,20,1,0
4705,8.456594,card,0,rupay,credit,kotak_mahindra,consumer,6,0,1
1750,7.467942,netbanking,0,unknown,unknown,unknown,unknown,2,6,0
8197,9.011646,card,0,mastercard,credit,axis,consumer,3,0,0
18845,9.844056,pay_later,0,unknown,unknown,unknown,unknown,4,2,0
1621,7.391415,card,0,rupay,credit,yes_bank,consumer,21,2,0
1021,6.929517,upi,0,unknown,unknown,unknown,unknown,5,1,0
13846,9.535824,upi,0,unknown,unknown,unknown,unknown,15,6,0
1883,7.541152,emi,0,unknown,unknown,unknown,unknown,20,6,0
64151,11.069011,upi,0,unknown,unknown,unknown,unknown,3,4,0
4213,8.346168,pay_later,0,unknown,unknown,unknown,unknown,9,0,0
3367,8.122074,upi,0,unknown,unknown,unknown,unknown,15,3,0
5950,8.691315,wallet,0,unknown,unknown,unknown,unknown,0,4,0
4196,8.342125,netbanking,0,unknown,unknown,unknown,unknown,20,2,0
1449,7.279319,netbanking,0,unknown,unknown,unknown,unknown,20,1,0
5605,8.631593,emi,0,unknown,unknown,unknown,unknown,8,5,0
2247,7.717796,upi,0,unknown,unknown,unknown,unknown,2,5,0
4790,8.474494,netbanking,0,unknown,unknown,unknown,unknown,12,4,0
375,5.929589,upi,0,unknown,unknown,unknown,unknown,9,3,0
3702,8.216899,netbanking,0,unknown,unknown,unknown,unknown,0,2,0
785,6.666957,upi,1,unknown,unknown,unknown,unknown,21,6,0
3805,8.244334,card,0,mastercard,debit,sbi,consumer,12,4,0
665,6.50129,card,0,mastercard,debit,sbi,consumer,16,5,0
2838,7.951207,upi,0,unknown,unknown,unknown,unknown,8,6,0
10584,9.267193,netbanking,0,unknown,unknown,unknown,unknown,10,5,0
1150,7.048386,card,1,visa,prepaid,sbi,consumer,16,3,0
2953,7.990915,upi,0,unknown,unknown,unknown,unknown,21,6,0
6245,8.739697,card,0,rupay,debit,rbl,consumer,5,5,0
1564,7.355641,netbanking,0,unknown,unknown,unknown,unknown,19,2,0
3895,8.267706,netbanking,0,unknown,unknown,unknown,unknown,22,5,0
736,6.602588,emi,0,unknown,unknown,unknown,unknown,22,3,0
1402,7.246368,upi,0,unknown,unknown,unknown,unknown,12,5,0
4478,8.407155,card,0,mastercard,debit,icici,consumer,8,4,0
14478,9.580455,pay_later,0,unknown,unknown,unknown,unknown,15,1,0
5726,8.652947,upi,0,unknown,unknown,unknown,unknown,18,6,0
560,6.329721,card,0,visa,debit,indusind,consumer,18,6,0
1655,7.41216,netbanking,0,unknown,unknown,unknown,unknown,3,2,0
29798,10.30223,pay_later,0,unknown,unknown,unknown,unknown,2,1,0
2035,7.618742,card,1,visa,credit,icici,consumer,5,4,1
7373,8.905716,card,0,visa,debit,kotak_mahindra,business,22,0,0
570,6.347389,emi,0,unknown,unknown,unknown,unknown,0,4,0
5291,8.573952,emi,1,unknown,unknown,unknown,unknown,7,0,1
2427,7.794823,card,1,rupay,prepaid,axis,consumer,22,5,1
167,5.123964,upi,0,unknown,unknown,unknown,unknown,22,6,0
3346,8.11582,upi,0,unknown,unknown,unknown,unknown,10,4,0
204077,12.226258,netbanking,0,unknown,unknown,unknown,unknown,15,5,1
1025,6.933423,pay_later,0,unknown,unknown,unknown,unknown,7,0,0
2026,7.614312,card,0,mastercard,debit,hdfc,consumer,0,0,0
3178,8.064322,upi,0,unknown,unknown,unknown,unknown,17,0,0
2193,7.693482,card,0,mastercard,credit,hdfc,consumer,15,2,0
8270,9.020511,upi,0,unknown,unknown,unknown,unknown,11,6,0
19361,9.871068,card,0,rupay,debit,yes_bank,business,22,1,0
2212,7.702104,netbanking,0,unknown,unknown,unknown,unknown,15,0,0
6766,8.819813,netbanking,0,unknown,unknown,unknown,unknown,3,0,1
10138,9.224145,card,0,rupay,debit,yes_bank,consumer,2,0,1
953,6.860664,upi,0,unknown,unknown,unknown,unknown,19,2,0
69098,11.143296,wallet,0,unknown,unknown,unknown,unknown,16,2,0
3089,8.035926,netbanking,0,unknown,unknown,unknown,unknown,17,6,0
374,5.926926,card,1,rupay,debit,rbl,consumer,23,6,0
713,6.570883,upi,0,unknown,unknown,unknown,unknown,16,2,0
2375,7.773174,card,1,rupay,credit,indusind,consumer,2,6,0
1809,7.501082,upi,0,unknown,unknown,unknown,unknown,9,0,0
3221,8.077758,card,0,mastercard,debit,indusind,consumer,6,1,0
36140,10.495183,card,0,visa,debit,icici,consumer,12,5,1
3389,8.128585,wallet,0,unknown,unknown,unknown,unknown,12,1,0
6391,8.762802,upi,0,unknown,unknown,unknown,unknown,19,5,0
4289,8.364042,netbanking,0,unknown,unknown,unknown,unknown,1,6,0
37102,10.521453,card,0,rupay,credit,sbi,business,0,4,1
1507,7.31854,wallet,0,unknown,unknown,unknown,unknown,12,1,0
1544,7.342779,upi,0,unknown,unknown,unknown,unknown,18,3,0
4252,8.35538,netbanking,0,unknown,unknown,unknown,unknown,8,0,0
1748,7.466799,emi,0,unknown,unknown,unknown,unknown,11,3,0
393,5.976351,upi,0,unknown,unknown,unknown,unknown,5,3,0
820,6.710523,card,0,mastercard,credit,kotak_mahindra,consumer,17,0,0
1041,6.948897,upi,0,unknown,unknown,unknown,unknown,17,3,0
866,6.765039,wallet,0,unknown,unknown,unknown,unknown,22,5,0
551,6.313548,upi,0,unknown,unknown,unknown,unknown,5,2,0
2566,7.850493,card,1,mastercard,prepaid,sbi,consumer,1,5,1
883,6.784457,upi,0,unknown,unknown,unknown,unknown,18,4,0
1355,7.212294,card,0,rupay,debit,hdfc,consumer,17,5,0
866,6.765039,upi,0,unknown,unknown,unknown,unknown,17,2,0
79431,11.282657,card,0,rupay,debit,icici,consumer,10,1,0
2775,7.928766,upi,0,unknown,unknown,unknown,unknown,13,2,0
2328,7.753194,upi,0,unknown,unknown,unknown,unknown,0,3,0
184,5.220356,card,0,rupay,credit,rbl,consumer,14,5,0
7096,8.867427,card,0,mastercard,debit,hdfc,consumer,17,2,0
2493,7.821643,upi,0,unknown,unknown,unknown,unknown,5,1,0
1329,7.192934,card,0,visa,credit,indusind,consumer,13,3,0
7501,8.922925,emi,0,unknown,unknown,unknown,unknown,22,5,0
7704,8.949625,wallet,0,unknown,unknown,unknown,unknown,16,6,0
2894,7.97074,netbanking,0,unknown,unknown,unknown,unknown,2,1,0
1493,7.309212,card,0,mastercard,prepaid,icici,consumer,4,1,1
3757,8.231642,wallet,0,unknown,unknown,unknown,unknown,17,3,0
19684,9.887612,upi,0,unknown,unknown,unknown,unknown,0,1,0
4797,8.475954,card,0,visa,credit,kotak_mahindra,consumer,13,1,0
3587,8.18535,upi,0,unknown,unknown,unknown,unknown,13,2,0
5494,8.611594,emi,0,unknown,unknown,unknown,unknown,22,1,0
8062,8.995041,upi,0,unknown,unknown,unknown,unknown,5,4,0
3315,8.106515,wallet,0,unknown,unknown,unknown,unknown,23,5,0
4259,8.357024,card,0,mastercard,debit,indusind,consumer,8,3,0
4268,8.359135,upi,0,unknown,unknown,unknown,unknown,7,6,0
7510,8.924124,emi,0,unknown,unknown,unknown,unknown,11,0,0
2481,7.81682,card,0,visa,credit,yes_bank,consumer,20,0,0
5870,8.67778,upi,0,unknown,unknown,unknown,unknown,13,2,0
13769,9.530248,netbanking,0,unknown,unknown,unknown,unknown,16,0,0
3171,8.062118,upi,0,unknown,unknown,unknown,unknown,1,3,0
843,6.738152,netbanking,0,unknown,unknown,unknown,unknown,17,1,0
4258,8.35679,wallet,0,unknown,unknown,unknown,unknown,2,1,0
492,6.200509,netbanking,0,unknown,unknown,unknown,unknown,7,6,0
1522,7.328437,netbanking,0,unknown,unknown,unknown,unknown,18,5,0
1819,7.506592,upi,0,unknown,unknown,unknown,unknown,20,2,0
1684,7.429521,upi,0,unknown,unknown,unknown,unknown,2,0,0
921,6.826545,wallet,0,unknown,unknown,unknown,unknown,16,3,0
7181,8.879333,upi,0,unknown,unknown,unknown,unknown,10,3,0
12173,9.407058,card,0,visa,debit,icici,consumer,11,5,0
828,6.72022,netbanking,0,unknown,unknown,unknown,unknown,1,6,0
723,6.584791,card,0,visa,debit,kotak_mahindra,consumer,0,1,0
3174,8.063063,emi,0,unknown,unknown,unknown,unknown,2,3,0
9012,9.106423,pay_later,0,unknown,unknown,unknown,unknown,19,2,0
17361,9.762039,card,0,visa,debit,axis,consumer,2,0,0
12522,9.435322,wallet,0,unknown,unknown,unknown,unknown,18,5,0
2369,7.770645,wallet,0,unknown,unknown,unknown,unknown,6,3,0
3283,8.096817,card,0,rupay,debit,sbi,consumer,12,5,0
5609,8.632306,upi,0,unknown,unknown,unknown,unknown,1,5,0
1986,7.594381,emi,0,unknown,unknown,unknown,unknown,20,3,0
4793,8.47512,pay_later,0,unknown,unknown,unknown,unknown,14,2,0
4135,8.327484,card,0,rupay,credit,hdfc,consumer,12,4,0
1028,6.936343,upi,0,unknown,unknown,unknown,unknown,11,6,0
1294,7.166266,card,0,rupay,debit,axis,consumer,3,2,0
6162,8.726319,upi,0,unknown,unknown,unknown,unknown,15,2,0
1176,7.070724,wallet,0,unknown,unknown,unknown,unknown,18,3,0
209,5.347108,card,0,visa,prepaid,sbi,consumer,13,5,0
5578,8.626765,card,0,mastercard,debit,yes_bank,consumer,6,1,0
3243,8.084562,upi,0,unknown,unknown,unknown,unknown,13,6,0
2320,7.749753,wallet,0,unknown,unknown,unknown,unknown,13,4,0
8630,9.063116,card,0,rupay,debit,sbi,consumer,20,2,0
544,6.300786,wallet,0,unknown,unknown,unknown,unknown,17,2,0
11304,9.333,card,0,rupay,credit,indusind,consumer,12,4,0
57560,10.960601,wallet,0,unknown,unknown,unknown,unknown,1,0,0
4171,8.336151,upi,0,unknown,unknown,unknown,unknown,3,0,0
270,5.602119,upi,0,unknown,unknown,unknown,unknown,11,6,0
9422,9.150909,emi,0,unknown,unknown,unknown,unknown,18,0,0
1367,7.221105,card,1,visa,credit,yes_bank,consumer,7,6,0
1076,6.981935,card,0,mastercard,prepaid,sbi,consumer,2,6,0
42767,10.663545,upi,0,unknown,unknown,unknown,unknown,19,5,0
3799,8.242756,netbanking,0,unknown,unknown,unknown,unknown,21,3,0
5280,8.571871,emi,0,unknown,unknown,unknown,unknown,16,0,0
1499,7.31322,wallet,0,unknown,unknown,unknown,unknown,10,0,0
977,6.88551,card,1,visa,debit,yes_bank,consumer,0,2,0
6284,8.745921,netbanking,0,unknown,unknown,unknown,unknown,3,4,0
36083,10.493605,wallet,0,unknown,unknown,unknown,unknown,21,3,0
4867,8.490438,wallet,0,unknown,unknown,unknown,unknown,10,0,0
2681,7.894318,wallet,0,unknown,unknown,unknown,unknown,13,2,0
2302,7.741968,wallet,0,unknown,unknown,unknown,unknown,2,5,0
2007,7.604894,netbanking,0,unknown,unknown,unknown,unknown,10,3,0
9251,9.132595,card,0,visa,credit,rbl,consumer,7,1,0
397,5.986452,card,0,mastercard,credit,indusind,consumer,21,0,0
1399,7.244228,upi,0,unknown,unknown,unknown,unknown,13,3,0
1966,7.584265,netbanking,0,unknown,unknown,unknown,unknown,16,1,0
2578,7.855157,netbanking,0,unknown,unknown,unknown,unknown,2,3,0
7138,8.873328,card,0,mastercard,credit,yes_bank,consumer,1,5,0
29684,10.298397,card,1,visa,debit,icici,business,21,3,1
3952,8.28223,upi,0,unknown,unknown,unknown,unknown,1,3,0
4532,8.419139,wallet,1,unknown,unknown,unknown,unknown,22,3,0
35129,10.466811,card,0,visa,debit,kotak_mahindra,consumer,0,4,1
267,5.590987,upi,0,unknown,unknown,unknown,unknown,7,3,0
7049,8.860783,emi,0,unknown,unknown,unknown,unknown,17,0,1
5688,8.64629,emi,0,unknown,unknown,unknown,unknown,14,6,0
5414,8.596928,upi,0,unknown,unknown,unknown,unknown,10,0,0
3096,8.038189,wallet,0,unknown,unknown,unknown,unknown,3,0,0
7529,8.92665,netbanking,0,unknown,unknown,unknown,unknown,21,6,0
2805,7.939515,netbanking,0,unknown,unknown,unknown,unknown,22,4,0
6608,8.796188,card,0,mastercard,debit,axis,consumer,3,1,0
18702,9.836439,card,0,visa,credit,kotak_mahindra,consumer,9,4,0
25559,10.148784,pay_later,0,unknown,unknown,unknown,unknown,13,2,1
6352,8.756682,upi,0,unknown,unknown,unknown,unknown,5,0,0
1714,7.447168,card,0,rupay,debit,yes_bank,consumer,8,0,0
204,5.32301,card,0,mastercard,debit,indusind,consumer,10,6,0
842,6.736967,upi,0,unknown,unknown,unknown,unknown,20,5,0
1492,7.308543,netbanking,0,unknown,unknown,unknown,unknown,0,5,0
1388,7.236339,card,0,visa,debit,yes_bank,consumer,17,4,0
1718,7.449498,upi,0,unknown,unknown,unknown,unknown,17,0,0
4805,8.47762,card,0,visa,debit,indusind,consumer,6,2,0
2561,7.848543,netbanking,0,unknown,unknown,unknown,unknown,23,3,0
2677,7.892826,card,0,visa,debit,sbi,consumer,5,3,0
10497,9.25894,netbanking,0,unknown,unknown,unknown,unknown,20,0,0
1256,7.136483,card,0,rupay,debit,kotak_mahindra,consumer,17,5,0
1496,7.311218,card,0,mastercard,credit,icici,consumer,4,1,0
239,5.480639,upi,0,unknown,unknown,unknown,unknown,14,2,0
1239,7.122867,card,0,visa,debit,indusind,consumer,4,4,0
3964,8.285261,upi,0,unknown,unknown,unknown,unknown,18,0,0
